SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,11245 State Route 1 Hwy,Point Reyes Station,CA,94956,1250000,3,1.5,Point Reyes Station,1750,4765,1914,1,714,,Active,,,https://www.redfin.com/CA/Point-Reyes-Station/11245-California-1-94956/home/187919806,BAREIS,323917199,N,Y,38.0677686,-122.805915
MLS Listing,,Vacant Land,0 Coleman Dr,San Rafael,CA,94901,165000,,,San Rafael,,8112,,1,,,Active,,,https://www.redfin.com/CA/San-Rafael/0-Coleman-Dr-94901/home/184804859,BAREIS,323917200,N,Y,37.9803866,-122.5241761
MLS Listing,,Single Family Residential,59 Oak Grove Dr,Novato,CA,94949,1495000,4,3.0,Novato,2554,6159,2005,1,585,33,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/59-Oak-Grove-Dr-94949/home/730999,BAREIS,323916959,N,Y,38.0688614,-122.5472395
MLS Listing,,Condo/Co-op,6021 Shelter Bay Ave,Mill Valley,CA,94941,1485000,2,2.0,Sunrise Pointe,1914,802,1986,1,776,1108,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/CA/Mill-Valley/6021-Shelter-Bay-Ave-94941/home/1244535,BAREIS,323914820,N,Y,37.891817,-122.521343
MLS Listing,,Townhouse,209 Indian Way,Novato,CA,94949,598000,2,1.5,Novato,1480,1185,1974,1,404,625,Active,October-14-2023 12:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Novato/209-Indian-Way-94949/home/670815,BAREIS,323917149,N,Y,38.0746759,-122.5710445
MLS Listing,,Condo/Co-op,101 Parkview Cir,Corte Madera,CA,94925,1235000,2,2.5,Corte Madera,1562,4095,1990,1,791,651,Active,October-15-2023 12:00 PM,October-15-2023 02:00 PM,https://www.redfin.com/CA/Corte-Madera/101-Parkview-Cir-94925/home/1357296,BAREIS,323908350,N,Y,37.915822,-122.508293
MLS Listing,,Single Family Residential,300 Goodhill Rd,Kentfield,CA,94904,7900000,4,3.5,Kent Woodlands,5106,26572,1996,1,1547,21,Active,,,https://www.redfin.com/CA/Kentfield/300-Goodhill-Rd-94904/home/1067300,BAREIS,323916720,N,Y,37.9524351,-122.5582424
MLS Listing,,Condo/Co-op,549 Seaver Dr,Mill Valley,CA,94941,549000,1,1.0,Shelter Ridge Condominium,756,862,1979,1,726,594,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Mill-Valley/549-Seaver-Dr-94941/home/1414717,BAREIS,323907434,N,Y,37.8977549,-122.5189464
MLS Listing,,Single Family Residential,58 Sunny Oaks Dr,San Rafael,CA,94903,1290000,3,2.0,San Rafael,1194,28127,1962,2,1080,,Active,October-12-2023 11:00 AM,October-12-2023 01:00 PM,https://www.redfin.com/CA/San-Rafael/58-Sunny-Oaks-Dr-94903/home/993839,BAREIS,323916416,N,Y,38.0109482,-122.5119957
MLS Listing,,Single Family Residential,100 W Oak Knoll Dr,San Anselmo,CA,94960,6950000,6,5.5,San Anselmo,6237,225584,1952,2,1114,,Active,,,https://www.redfin.com/CA/San-Anselmo/100-W-Oak-Knoll-Dr-94960/home/2099721,BAREIS,323916180,N,Y,38.0008157,-122.5844192
MLS Listing,,Single Family Residential,736 Marin Dr,Mill Valley,CA,94941,1795000,3,3.0,Mill Valley,1985,7701,1948,2,904,,Active,October-11-2023 11:00 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Mill-Valley/736-Marin-Dr-94941/home/606922,BAREIS,323917002,N,Y,37.8792235,-122.5432402
MLS Listing,,Townhouse,75 Eucalyptus Knoll St,Mill Valley,CA,94941,1215000,2,2.5,Eucalyptus Knoll,1691,344,1987,2,719,907,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Mill-Valley/75-Eucalyptus-Knoll-St-94941/home/1111540,BAREIS,323913337,N,Y,37.893175,-122.5219595
MLS Listing,,Single Family Residential,4 Kentdale Ln,Kentfield,CA,94904,3695000,4,3.5,Kentfield,2925,9900,1946,2,1263,,Active,October-12-2023 10:30 AM,October-12-2023 02:30 PM,https://www.redfin.com/CA/Kentfield/4-Kentdale-Ln-94904/home/1125559,BAREIS,323909628,N,Y,37.9544868,-122.5367382
MLS Listing,,Condo/Co-op,511 Village Cir,Novato,CA,94947,599500,2,2.0,Novato,1050,2130,1976,2,571,385,Active,,,https://www.redfin.com/CA/Novato/511-Village-Cir-94947/home/1104033,BAREIS,323915870,N,Y,38.0826277,-122.5510071
MLS Listing,,Single Family Residential,266 Cecilia Way,Tiburon,CA,94920,1550000,3,1.0,Bel Aire,1015,7475,1953,2,1527,,Active,October-11-2023 11:00 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Tiburon/266-Cecilia-Way-94920/home/1033923,BAREIS,323916887,N,Y,37.8998309,-122.5000014
MLS Listing,,Single Family Residential,23 Reichert Ct,Novato,CA,94945,1165000,5,3.0,Novato,2194,7701,1978,2,531,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/23-Reichert-Ct-94945/home/672747,BAREIS,323916952,N,Y,38.1033418,-122.5642957
MLS Listing,,Multi-Family (2-4 Unit),9 Clotilda Ct,Mill Valley,CA,94941,1850000,5,2.5,Mill Valley,2421,13290,1949,2,764,,Active,,,https://www.redfin.com/CA/Mill-Valley/9-Clotilda-Ct-94941/home/1362224,BAREIS,323916777,N,Y,37.8973502,-122.5115717
MLS Listing,,Single Family Residential,203 Birch Ave,Larkspur,CA,94939,4400000,4,3.0,Elm Crest,3200,10000,2004,2,1375,180,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Larkspur/203-Birch-Ave-94939/home/927849,BAREIS,323909848,N,Y,37.9336843,-122.5281254
MLS Listing,,Single Family Residential,7 William Ct,Sausalito,CA,94965,2800000,3,2.5,Sausalito,2354,6804,1962,2,1189,,Active,October-11-2023 11:00 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Sausalito/7-William-Ct-94965/home/1039268,BAREIS,323916692,N,Y,37.8649622,-122.5032606
MLS Listing,,Condo/Co-op,15 De Silva Island Dr,Mill Valley,CA,94941,1999000,3,2.5,Mill Valley,2034,871,2001,2,983,1707,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Mill-Valley/15-De-Silva-Island-Dr-94941/home/814357,BAREIS,323911019,N,Y,37.8879639,-122.5145178
MLS Listing,,Single Family Residential,680 Marin Oaks Dr,Novato,CA,94949,1000000,3,2.0,Novato,1723,9892,1968,2,580,,Active,October-11-2023 10:00 AM,October-11-2023 12:00 PM,https://www.redfin.com/CA/Novato/680-Marin-Oaks-Dr-94949/home/1292769,BAREIS,323910021,N,Y,38.073283,-122.5670312
MLS Listing,,Single Family Residential,64 Rollingwood Dr,San Rafael,CA,94901,1245000,3,2.0,San Rafael,1446,9239,1960,2,861,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/64-Rollingwood-Dr-94901/home/1301907,BAREIS,323916906,N,Y,37.9864733,-122.4833204
MLS Listing,,Condo/Co-op,232 Seagull Row,Novato,CA,94945,350000,1,1.0,Novato,624,623,1989,2,561,545,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/232-Seagull-Row-94945/home/1333822,BAREIS,323915327,N,Y,38.097116,-122.5659807
MLS Listing,,Condo/Co-op,400 Deer Valley Rd Unit 2N,San Rafael,CA,94903,875000,2,2.0,San Rafael,1285,1285,1991,3,681,3184,Active,,,https://www.redfin.com/CA/San-Rafael/400-Deer-Valley-Rd-94903/unit-2N/home/1099537,BAREIS,323913025,N,Y,38.023983,-122.534428
MLS Listing,,Single Family Residential,164 Ridge Rd,San Anselmo,CA,94960,1395000,3,2.0,San Anselmo,1448,7349,1956,4,963,,Active,October-12-2023 10:00 AM,October-12-2023 02:00 PM,https://www.redfin.com/CA/San-Anselmo/164-Ridge-Rd-94960/home/869378,BAREIS,323915145,N,Y,37.9885003,-122.5708719
MLS Listing,,Condo/Co-op,214 Roundtree Blvd,San Rafael,CA,94903,489000,2,1.5,San Rafael,949,684,1971,4,515,536,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/214-Roundtree-Way-94903/home/1045459,BAREIS,323915814,N,Y,38.0307322,-122.5425395
MLS Listing,,Single Family Residential,255 Calle Del Mar,Stinson Beach,CA,94970,2199000,1,1.0,Stinson Beach,640,,,4,3436,,Active,,,https://www.redfin.com/CA/Stinson-Beach/255-Calle-Del-Mar-94970/home/883461,BAREIS,323916299,N,Y,37.9005629,-122.6395124
MLS Listing,,Multi-Family (2-4 Unit),11 Commodore Marina,Out Of Area,CA,94941,2500000,4,4.0,,,435,1975,5,,,Active,,,https://www.redfin.com/CA/Mill-Valley/240-Redwood-Highway-Frontage-Rd-94941/home/179177804,SBMLS,23-3028,N,Y,37.8790238,-122.5133912
MLS Listing,,Single Family Residential,84 Eastview Ave,Tiburon,CA,94920,3388000,3,2.5,Tiburon,2510,8150,1971,5,1350,,Active,,,https://www.redfin.com/CA/Tiburon/84-Eastview-Ave-94920/home/811420,BAREIS,323916520,N,Y,37.8733773,-122.4585642
MLS Listing,,Single Family Residential,9 Western Dr,Novato,CA,94947,1395000,4,3.0,Novato,2212,8999,1955,5,631,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Novato/9-Western-Dr-94947/home/1025708,BAREIS,323043405,N,Y,38.1099307,-122.5995921
MLS Listing,,Single Family Residential,102 Via Los Altos,Tiburon,CA,94920,7477000,5,4.5,Tiburon,5670,11339,1999,5,1319,96,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Tiburon/102-Via-Los-Altos-94920/home/851236,BAREIS,323916218,N,Y,37.9046616,-122.5074383
MLS Listing,,Multi-Family (2-4 Unit),11 Commodore Marina Unit A,Out Of Area,CA,94941,525000,1,1.0,,,2261,1975,5,,,Active,,,https://www.redfin.com/CA/Mill-Valley/11-Commodore-Marina-94941/unit-A/home/182578902,SBMLS,23-3022,N,Y,37.9060368,-122.5449763
MLS Listing,,Single Family Residential,332 Panoramic Hwy,Mill Valley,CA,94941,3295000,4,2.5,Mill Valley,4190,24001,1990,5,786,,Active,October-11-2023 04:00 PM,October-11-2023 06:00 PM,https://www.redfin.com/CA/Mill-Valley/332-Panoramic-Hwy-94941/home/600178,BAREIS,323916089,N,Y,37.897967,-122.5612691
MLS Listing,,Single Family Residential,223 Scenic Rd,Fairfax,CA,94930,1225000,3,2.0,Manor Hill,1144,7400,1919,5,1071,,Active,,,https://www.redfin.com/CA/Fairfax/223-Scenic-Rd-94930/home/736773,BAREIS,323915262,N,Y,37.9890771,-122.5986646
MLS Listing,,Single Family Residential,40 W Marguerite Ave,Mill Valley,CA,94941,1390000,3,2.0,Mill Valley,1384,9178,1955,5,1004,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Mill-Valley/40-Marguerite-Ave-94941/home/820596,BAREIS,323908060,N,Y,37.9168238,-122.554133
MLS Listing,,Single Family Residential,86 Saint Thomas Way,Tiburon,CA,94920,3995000,4,3.0,Tiburon,3562,10123,1998,5,1122,2,Active,October-11-2023 10:30 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Tiburon/86-Saint-Thomas-Way-94920/home/1263556,BAREIS,323912296,N,Y,37.9100323,-122.4739308
MLS Listing,,Condo/Co-op,12 Holstrom Cir,Novato,CA,94947,1175000,3,2.0,Novato,1824,6861,1986,5,644,110,Active,,,https://www.redfin.com/CA/Novato/12-Holstrom-Cir-94947/home/945022,BAREIS,323916407,N,Y,38.1094657,-122.5968085
MLS Listing,,Single Family Residential,255 Baypoint Dr,San Rafael,CA,94901,1595000,3,3.0,Baypoint Village,1980,3568,1999,5,806,350,Active,,,https://www.redfin.com/CA/San-Rafael/255-Baypoint-Dr-94901/home/22615154,BAREIS,323916400,N,Y,37.9610895,-122.4926099
MLS Listing,,Single Family Residential,14 Baywood Ter,San Rafael,CA,94901,2150000,5,3.5,San Rafael,3685,18774,2003,5,583,200,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/14-Baywood-Ter-94901/home/966294,BAREIS,323915357,N,Y,37.9587416,-122.5214954
MLS Listing,,Single Family Residential,348 Laurel Way,Mill Valley,CA,94941,1699000,3,2.0,Mill Valley,2400,15682,1958,5,708,,Active,,,https://www.redfin.com/CA/Mill-Valley/348-Laurel-Way-94941/home/112881447,BAREIS,323916333,N,Y,37.8755907,-122.5345119
MLS Listing,,Multi-Family (2-4 Unit),341 Miller Ave,Mill Valley,CA,94941,1350000,2,2.0,Mill Valley,1211,4051,,5,1115,,Active,,,https://www.redfin.com/CA/Mill-Valley/341-Miller-Ave-94941/home/179356667,BAREIS,323915452,N,Y,37.8986298,-122.5378265
MLS Listing,,Single Family Residential,58 Madrone Park Cir,Mill Valley,CA,94941,1499000,3,3.0,HOMESTEAD,2113,9300,1927,5,709,,Active,,,https://www.redfin.com/CA/Mill-Valley/58-Madrone-Park-Cir-94941/home/984188,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041206,N,Y,37.8914229,-122.5481693
MLS Listing,,Single Family Residential,23 Venado Dr,Tiburon,CA,94920,7200000,4,2.5,Tiburon,3878,15851,1974,5,1857,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Tiburon/23-Venado-Dr-94920/home/1000380,BAREIS,323915605,N,Y,37.8886741,-122.4612092
MLS Listing,,Single Family Residential,132 Santa Maria Dr,Novato,CA,94947,1399000,4,3.5,Novato,2386,12240,1971,5,586,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/132-Santa-Maria-Dr-94947/home/1275629,BAREIS,323914286,N,Y,38.0975982,-122.6097503
MLS Listing,,Condo/Co-op,1000 Susan Way,Novato,CA,94947,765000,3,2.5,Hillside Park,1740,1891,1980,5,440,699,Active,,,https://www.redfin.com/CA/Novato/1000-Susan-Way-94947/home/1058866,BAREIS,323915244,N,Y,38.0765431,-122.5520419
MLS Listing,,Condo/Co-op,100 Thorndale Dr #103,San Rafael,CA,94903,292000,2,2.0,San Rafael,1096,,1985,6,266,5485,Active,,,https://www.redfin.com/CA/San-Rafael/100-Thorndale-Dr-94903/unit-103/home/965197,BAREIS,323916219,N,Y,38.0039449,-122.5495595
MLS Listing,,Single Family Residential,54 Paseo Mirasol,Tiburon,CA,94920,4177000,4,4.5,Tiburon,3745,26528,1974,6,1115,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Belvedere-Tiburon/54-Paseo-Mirasol-94920/home/1378169,BAREIS,323916072,N,Y,37.9056332,-122.4982207
MLS Listing,,Single Family Residential,274 Ignacio Valley Cir,Novato,CA,94949,998000,3,2.5,,1658,4778,1988,6,602,526,Active,October-12-2023 04:00 PM,October-12-2023 06:00 PM,https://www.redfin.com/CA/Novato/274-Ignacio-Valley-Cir-94949/home/1226953,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039517,N,Y,38.0698223,-122.552279
MLS Listing,,Single Family Residential,1 Fabian Ct,Novato,CA,94947,1090000,4,2.0,Novato,1687,9871,1963,6,646,,Active,,,https://www.redfin.com/CA/Novato/1-Fabian-Ct-94947/home/1125987,BAREIS,323916169,N,Y,38.109116,-122.6118039
MLS Listing,,Townhouse,601 Fairhaven Way,Novato,CA,94947,599000,3,1.5,Novato,1323,4299,1973,6,453,475,Active,October-14-2023 10:00 AM,October-14-2023 03:00 PM,https://www.redfin.com/CA/Novato/601-Fairhaven-Way-94947/home/968518,MetroList,323915638,N,Y,38.0809337,-122.549418
MLS Listing,,Condo/Co-op,1540 Center Rd #385,Novato,CA,94947,399000,2,1.0,Novato,980,1119,1975,6,407,538,Active,,,https://www.redfin.com/CA/Novato/1540-Center-Rd-94947/unit-385/home/1160360,MetroList,323915642,N,Y,38.0996151,-122.5732976
MLS Listing,,Single Family Residential,52 Elizabeth Cir,Greenbrae (larkspur),CA,94904,2275000,4,2.5,Not Listed,2673,4295,1995,6,851,345,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/CA/Greenbrae/52-Elizabeth-Cir-94904/home/1167355,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041084,N,Y,37.9431041,-122.521947
MLS Listing,,Single Family Residential,29 Martling Rd,San Anselmo,CA,94960,2225000,4,2.5,San Anselmo,2288,14758,1976,6,972,,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Anselmo/29-Martling-Rd-94960/home/1050220,BAREIS,323915893,N,Y,38.0107109,-122.5807747
MLS Listing,,Condo/Co-op,250 Forest Rdg #11,Out Of Area,CA,94940,730000,2,2.0,,1193,11,1974,6,612,680,Active,,,https://www.redfin.com/CA/Marshall/250-Forest-RDG-94940/unit-11/home/187834075,FRESNOMLS,603005,N,Y,38.1745272,-122.8648538
MLS Listing,,Townhouse,47 Gable Ct,San Rafael,CA,94903,770000,3,2.0,The Gables,1397,727,1993,6,551,676,Active,,,https://www.redfin.com/CA/San-Rafael/47-Gable-Ct-94903/home/908735,BAREIS,323915432,N,Y,38.0036522,-122.5357091
MLS Listing,,Single Family Residential,213 Spruce Ct,San Rafael,CA,94903,1829000,4,4.0,San Rafael,2856,9017,2004,7,640,77,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/213-Spruce-Ct-94903/home/733855,BAREIS,323915177,N,Y,37.9942267,-122.5381896
MLS Listing,,Single Family Residential,49 Bret Harte Rd,San Rafael,CA,94901,6200000,5,6.0,San Rafael,6295,52002,2005,7,985,,Active,,,https://www.redfin.com/CA/San-Rafael/49-Bret-Harte-Rd-94901/home/1404801,BAREIS,323915715,N,Y,37.9529485,-122.5136493
MLS Listing,,Single Family Residential,250 Hillside Ave,Kentfield,CA,94904,3195000,4,2.5,Kentfield,2794,38664,1952,7,1144,,Active,,,https://www.redfin.com/CA/Kentfield/250-Hillside-Ave-94904/home/636897,BAREIS,323910662,N,Y,37.9542767,-122.5560081
MLS Listing,,Condo/Co-op,545 Valley Oaks Cir #17,Novato,CA,94945,836900,3,3.0,Not Listed,1410,640,2022,7,594,340,Active,,,https://www.redfin.com/CA/Novato/545-Valley-Oak-Ct-94947/unit-17/home/179320078,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040998,N,Y,38.127502,-122.566989
MLS Listing,,Condo/Co-op,806 Verandah Ct #41,Novato,CA,94945,786800,3,3.0,Not Listed,1410,640,2022,7,558,340,Active,,,https://www.redfin.com/CA/Novato/806-Verandah-Ave-94945/unit-41/home/184268213,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040996,N,Y,38.1274923,-122.5661467
MLS Listing,,Condo/Co-op,913 S Eliseo Dr,Greenbrae,CA,94904,1395000,2,2.0,Greenbrae,1545,2339,1979,7,903,887,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Greenbrae/913-S-Eliseo-Dr-94904/home/1047172,BAREIS,323915186,N,Y,37.943021,-122.532596
MLS Listing,,Single Family Residential,2100 Mar East St,Tiburon,CA,94920,3700000,3,3.0,Tiburon,2814,12619,1930,7,1315,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Tiburon/2100-Mar-East-St-94920/home/1401955,BAREIS,323913378,N,Y,37.8747769,-122.4489985
MLS Listing,,Single Family Residential,1 Grand Ct,San Rafael,CA,94901,1649000,3,2.0,San Rafael,2298,6159,1962,7,718,,Active,,,https://www.redfin.com/CA/San-Rafael/1-Grand-Ct-94901/home/562769,BAREIS,323915598,N,Y,37.9834574,-122.5211638
MLS Listing,,Vacant Land,234 Almonte Blvd,Mill Valley,CA,94941,995000,,,Mill Valley,,8250,,7,,,Active,,,https://www.redfin.com/CA/Mill-Valley/234-Almonte-Blvd-94941/home/187824966,BAREIS,323915469,N,Y,37.8838883,-122.5247784
MLS Listing,,Condo/Co-op,100 Marin Center Dr #5,San Rafael,CA,94903,529000,2,1.5,San Rafael,1112,3498,1974,7,476,600,Active,,,https://www.redfin.com/CA/San-Rafael/100-Marin-Center-Dr-94903/unit-5/home/817679,BAREIS,323908741,N,Y,38.0082199,-122.5403589
MLS Listing,,Single Family Residential,1510 Sir Francis Drake Blvd,San Anselmo,CA,94960,1300000,3,3.0,MARIN ESTATES,2370,5250,1930,7,549,,Active,,,https://www.redfin.com/CA/San-Anselmo/1510-Sir-Francis-Drake-Blvd-94960/home/1258821,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040938,N,Y,37.9868931,-122.5773589
MLS Listing,,Single Family Residential,53 Canyon Rd,San Anselmo,CA,94960,1295000,3,2.0,San Anselmo,,8037,1962,7,,,Active,October-15-2023 11:00 AM,October-15-2023 03:00 PM,https://www.redfin.com/CA/San-Anselmo/53-Canyon-Rd-94960/home/546572,BAREIS,323915545,N,Y,37.9778237,-122.5802005
MLS Listing,,Single Family Residential,50 Birch St,Mill Valley,CA,94941,1650000,3,2.5,Mill Valley,2132,16264,1949,7,774,,Active,,,https://www.redfin.com/CA/Mill-Valley/50-Birch-St-94941/home/962352,BAREIS,323914310,N,Y,37.9005666,-122.5486094
MLS Listing,,Single Family Residential,13 Echo Ave,Corte Madera,CA,94925,1377000,3,1.0,Corte Madera,1225,6000,1951,8,1124,,Active,,,https://www.redfin.com/CA/Corte-Madera/13-Echo-Ave-94925/home/1437542,BAREIS,323914656,N,Y,37.9219826,-122.5093613
MLS Listing,,Single Family Residential,116 Wimbledon Way,San Rafael,CA,94901,2294000,4,3.0,San Rafael,3024,12001,1964,8,759,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/116-Wimbledon-Way-94901/home/947437,BAREIS,323915374,N,Y,37.9825394,-122.5540889
MLS Listing,,Single Family Residential,2170 Las Gallinas Ave,San Rafael,CA,94903,1295000,3,2.0,San Rafael,1470,7919,1959,8,881,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/2170-Las-Gallinas-Ave-94903/home/690320,BAREIS,323912145,N,Y,38.0282528,-122.5459675
MLS Listing,,Condo/Co-op,26 Lakeview Ct,Novato,CA,94947,510000,2,1.0,Novato,1020,1024,1979,8,500,610,Active,,,https://www.redfin.com/CA/Novato/26-Lakeview-Ct-94947/home/670149,BAREIS,323914650,N,Y,38.0881913,-122.5578372
